date,lnsp500_rf,sp500_rf,recessionD,dp,dy,ep,de,rvol,bm,ntis,tbl,lty,ltr,tms,dfy,dfr,infl,ma_1_9,ma_1_12,ma_2_9,ma_2_12,ma_3_9,ma_3_12,mom_9,mom_12,vol_1_9,vol_1_12,vol_2_9,vol_2_12,vol_3_9,vol_3_12,sento ,sent,dsento,dsent,ewsi
195705,0.0353,0.0361,0,-3.311,-3.275,-2.632,-0.68,0.138,0.564,0.029,3.06,3.48,-0.23,0.42,0.78,-0.52,0.36,1,1,1,1,1,0,0,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195706,-0.0033,-0.0033,0,-3.31,-3.311,-2.628,-0.682,0.126,0.566,0.03,3.29,3.61,-1.8,0.32,0.72,-1.42,0.239,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195707,0.0069,0.0069,0,-3.315,-3.304,-2.635,-0.681,0.11,0.56,0.032,3.16,3.65,-0.41,0.49,0.74,-0.69,0.595,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195708,-0.0528,-0.0516,1,-3.252,-3.31,-2.572,-0.68,0.116,0.588,0.036,3.37,3.67,0.02,0.3,0.72,-0.11,0.473,0,0,1,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195709,-0.0625,-0.0607,1,-3.182,-3.246,-2.503,-0.679,0.122,0.624,0.034,3.53,3.64,0.76,0.11,0.81,0.19,0.118,0,0,0,0,0,0,0,0,0,0,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195710,-0.0423,-0.0416,1,-3.144,-3.177,-2.481,-0.664,0.135,0.646,0.038,3.58,3.69,-0.5,0.11,0.89,0.73,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195711,0.0203,0.0206,1,-3.154,-3.138,-2.506,-0.648,0.141,0.633,0.041,3.31,3.4,5.33,0.09,1.01,-2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195712,-0.041,-0.0403,1,-3.106,-3.149,-2.474,-0.633,0.143,0.654,0.035,3.04,3.23,3.07,0.19,1.22,3.78,0.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195801,0.0423,0.0433,1,-3.152,-3.11,-2.539,-0.613,0.144,0.633,0.03,2.44,3.3,-0.84,0.86,1.23,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195802,-0.0161,-0.016,1,-3.135,-3.156,-2.541,-0.594,0.139,0.647,0.028,1.53,3.25,1,1.72,1.07,-1.08,0.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195803,0.0313,0.0318,1,-3.169,-3.139,-2.596,-0.573,0.143,0.669,0.029,1.3,3.21,1.02,1.91,1.05,-1.48,0.117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
195804,0.0318,0.0324,1,-3.208,-3.177,-2.65,-0.558,0.139,0.655,0.027,1.13,3.11,1.86,1.98,1.07,-0.23,0.697,1,1,1,0,1,0,0,0,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN
195805,0.0201,0.0204,0,-3.23,-3.216,-2.688,-0.543,0.133,0.646,0.023,0.91,3.13,0.01,2.22,1.05,0.3,0.231,1,1,1,1,1,1,0,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195806,0.0269,0.0273,0,-3.264,-3.238,-2.737,-0.527,0.142,0.625,0.021,0.83,3.24,-1.6,2.41,0.98,1.22,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195807,0.0424,0.0433,0,-3.306,-3.264,-2.785,-0.521,0.155,0.594,0.017,0.91,3.43,-2.78,2.52,0.86,1.25,0.115,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195808,0.017,0.0171,0,-3.318,-3.306,-2.802,-0.515,0.143,0.587,0.015,1.69,3.71,-4.35,2.02,0.82,1.15,0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195809,0.0481,0.0494,0,-3.365,-3.318,-2.855,-0.51,0.139,0.561,0.014,2.44,3.8,-1.17,1.36,0.78,0.21,-0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195810,0.0253,0.0257,0,-3.386,-3.361,-2.879,-0.507,0.133,0.55,0.012,2.63,3.74,1.38,1.11,0.81,-0.31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195811,0.0259,0.0263,0,-3.405,-3.382,-2.9,-0.504,0.135,0.536,0.011,2.67,3.68,1.2,1.01,0.78,-0.15,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195812,0.0502,0.0516,0,-3.452,-3.401,-2.95,-0.502,0.139,0.512,0.024,2.77,3.82,-1.81,1.05,0.77,1.23,0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195901,0.0041,0.0041,0,-3.452,-3.448,-2.929,-0.523,0.125,0.503,0.028,2.82,4.08,-0.8,1.26,0.75,0.52,-0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195902,0.0044,0.0044,0,-3.448,-3.448,-2.904,-0.544,0.121,0.495,0.028,2.7,4.02,1.17,1.32,0.75,0.09,0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195903,0.0009,0.0009,0,-3.444,-3.444,-2.881,-0.564,0.11,0.517,0.025,2.8,4.03,0.17,1.23,0.72,-1,-0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195904,0.037,0.0378,0,-3.479,-3.441,-2.888,-0.59,0.112,0.499,0.024,2.95,4.14,-1.17,1.19,0.63,-0.55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195905,0.0208,0.0211,0,-3.494,-3.475,-2.877,-0.616,0.112,0.483,0.026,2.84,4.17,-0.05,1.33,0.59,-1.09,0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195906,-0.0032,-0.0032,0,-3.486,-3.49,-2.845,-0.642,0.103,0.483,0.027,3.21,4.19,0.1,0.98,0.58,0.34,0.115,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195907,0.0311,0.0316,0,-3.517,-3.483,-2.876,-0.641,0.099,0.461,0.027,3.2,4.17,0.6,0.97,0.61,0.29,0.459,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195908,-0.0138,-0.0137,0,-3.498,-3.513,-2.858,-0.64,0.098,0.468,0.028,3.38,4.23,-0.41,0.85,0.66,-0.27,0.229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195909,-0.0468,-0.0459,0,-3.448,-3.494,-2.808,-0.639,0.096,0.492,0.03,4.04,4.29,-0.57,0.25,0.66,-0.31,-0.114,0,1,1,1,1,1,1,1,0,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195910,0.0091,0.0091,0,-3.455,-3.444,-2.823,-0.632,0.09,0.481,0.031,4.05,4.21,1.5,0.16,0.71,0.15,0.343,0,1,0,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195911,0.0148,0.015,0,-3.465,-3.451,-2.841,-0.624,0.086,0.472,0.03,4.15,4.32,-1.19,0.17,0.7,2.54,0.341,1,1,0,1,0,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
195912,0.0257,0.0261,0,-3.488,-3.461,-2.872,-0.617,0.077,0.458,0.023,4.49,4.47,-1.59,-0.02,0.7,0.63,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196001,-0.0764,-0.0738,0,-3.394,-3.468,-2.798,-0.597,0.102,0.5,0.022,4.35,4.41,1.12,0.06,0.73,-0.05,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196002,0.01,0.01,0,-3.384,-3.375,-2.807,-0.577,0.104,0.494,0.024,3.96,4.29,2.04,0.33,0.78,-0.76,-0.114,0,0,0,0,0,0,0,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196003,-0.016,-0.0159,0,-3.351,-3.365,-2.793,-0.558,0.11,0.55,0.026,3.31,4.11,2.82,0.8,0.76,-0.91,0.114,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196004,-0.0191,-0.0189,1,-3.331,-3.349,-2.788,-0.544,0.103,0.563,0.026,3.23,4.26,-1.7,1.03,0.75,1.48,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,NaN,NaN,NaN,NaN,NaN
196005,0.0302,0.0307,1,-3.356,-3.33,-2.827,-0.529,0.106,0.542,0.024,3.29,4.17,1.52,0.88,0.82,-1.73,0.567,0,0,0,0,0,0,0,0,1,1,0,1,1,1,NaN,NaN,NaN,NaN,NaN
196006,0.0191,0.0193,1,-3.374,-3.354,-2.86,-0.514,0.112,0.529,0.024,2.46,4.07,1.73,1.61,0.81,-0.32,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196007,-0.0253,-0.025,1,-3.349,-3.374,-2.834,-0.515,0.11,0.55,0.026,2.3,3.82,3.68,1.52,0.81,-1.11,0.226,0,0,0,0,0,0,0,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196008,0.0291,0.0296,1,-3.375,-3.349,-2.859,-0.516,0.116,0.542,0.025,2.3,3.9,-0.67,1.6,0.8,1.84,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196009,-0.0623,-0.0606,1,-3.312,-3.375,-2.795,-0.517,0.121,0.584,0.028,2.48,3.87,0.75,1.39,0.76,-1.38,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196010,-0.0033,-0.0033,1,-3.31,-3.312,-2.793,-0.517,0.119,0.584,0.028,2.3,3.91,-0.28,1.61,0.81,0.36,0.113,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NaN,NaN,NaN,NaN,NaN
196011,0.043,0.044,1,-3.349,-3.31,-2.832,-0.517,0.129,0.568,0.026,2.37,3.99,-0.66,1.62,0.77,-0.04,0.449,1,0,0,0,0,0,0,0,1,1,0,0,0,0,NaN,NaN,NaN,NaN,NaN
196012,0.0456,0.0468,1,-3.395,-3.349,-2.878,-0.517,0.137,0.55,0.023,2.25,3.8,2.79,1.55,0.75,-1.75,0.112,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196101,0.0604,0.0624,1,-3.457,-3.396,-2.957,-0.5,0.133,0.523,0.022,2.24,4.04,-1.07,1.8,0.78,2.55,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196102,0.0304,0.0309,1,-3.486,-3.459,-3.003,-0.483,0.14,0.512,0.019,2.42,3.92,2,1.5,0.8,0.1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196103,0.0269,0.0273,0,-3.513,-3.487,-3.047,-0.465,0.144,0.547,0.023,2.39,3.97,-0.37,1.58,0.8,0.08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196104,0.0026,0.0026,0,-3.516,-3.513,-3.057,-0.459,0.138,0.545,0.023,2.29,3.91,1.15,1.62,0.76,-2.31,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196105,0.0213,0.0216,0,-3.535,-3.516,-3.083,-0.452,0.135,0.531,0.022,2.29,3.97,-0.46,1.68,0.74,0.95,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196106,-0.0289,-0.0286,0,-3.506,-3.535,-3.06,-0.446,0.138,0.541,0.022,2.33,4.04,-0.75,1.71,0.7,-0.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196107,0.0313,0.0318,0,-3.535,-3.503,-3.09,-0.445,0.141,0.524,0.025,2.24,4.04,0.35,1.8,0.68,0.05,0.112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196108,0.0226,0.0229,0,-3.551,-3.532,-3.108,-0.443,0.138,0.514,0.025,2.39,4.1,-0.38,1.71,0.66,0.2,0.446,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196109,-0.0208,-0.0207,0,-3.528,-3.548,-3.086,-0.442,0.124,0.528,0.025,2.28,4.03,1.29,1.75,0.67,0.15,-0.111,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196110,0.026,0.0264,0,-3.545,-3.518,-3.098,-0.447,0.132,0.525,0.026,2.3,4,0.71,1.7,0.71,0.56,0.223,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196111,0.0422,0.0432,0,-3.574,-3.535,-3.122,-0.452,0.132,0.513,0.025,2.48,4.04,-0.2,1.56,0.72,0.48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196112,0.0027,0.0027,0,-3.567,-3.564,-3.11,-0.457,0.116,0.506,0.022,2.6,4.15,-1.25,1.55,0.68,0.99,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196201,-0.0403,-0.0396,0,-3.525,-3.564,-3.053,-0.472,0.108,0.528,0.025,2.72,4.19,-0.14,1.47,0.66,0.94,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196202,0.0181,0.0183,0,-3.538,-3.522,-3.051,-0.487,0.103,0.522,0.029,2.73,4.14,1.03,1.41,0.65,-0.51,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196203,-0.0061,-0.0061,0,-3.529,-3.535,-3.027,-0.502,0.096,0.546,0.024,2.72,3.98,2.53,1.26,0.65,-1.02,0.222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196204,-0.066,-0.064,0,-3.462,-3.526,-2.953,-0.509,0.118,0.58,0.025,2.73,3.94,0.82,1.21,0.69,0.6,0.222,0,0,0,0,0,1,0,0,0,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196205,-0.0856,-0.0822,0,-3.369,-3.459,-2.854,-0.515,0.14,0.629,0.028,2.69,3.93,0.46,1.24,0.72,-0.46,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
196206,-0.0864,-0.0829,0,-3.28,-3.365,-2.759,-0.521,0.159,0.687,0.026,2.73,4.01,-0.76,1.28,0.74,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
196207,0.061,0.063,0,-3.338,-3.277,-2.814,-0.524,0.171,0.645,0.03,2.92,4.12,-1.09,1.2,0.71,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
196208,0.019,0.0192,0,-3.35,-3.335,-2.824,-0.526,0.169,0.633,0.029,2.82,4.01,1.87,1.19,0.71,-0.44,0.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
196209,-0.0524,-0.0512,0,-3.298,-3.347,-2.769,-0.529,0.18,0.666,0.03,2.78,3.98,0.61,1.2,0.71,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
196210,0.006,0.006,0,-3.294,-3.29,-2.76,-0.534,0.173,0.654,0.027,2.74,3.95,0.84,1.21,0.71,-0.16,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
196211,0.1005,0.106,0,-3.383,-3.286,-2.844,-0.539,0.196,0.594,0.024,2.83,3.96,0.21,1.13,0.71,0.41,-0.11,1,0,0,0,0,0,0,0,1,1,1,1,1,0,NaN,NaN,NaN,NaN,NaN
196212,0.0131,0.0132,0,-3.389,-3.375,-2.845,-0.544,0.2,0.592,0.019,2.87,3.95,0.35,1.08,0.68,-0.12,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196301,0.0468,0.048,0,-3.433,-3.385,-2.889,-0.545,0.203,0.565,0.016,2.91,3.98,-0.01,1.07,0.7,0.6,-0.11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196302,-0.0269,-0.0266,0,-3.401,-3.43,-2.856,-0.545,0.206,0.582,0.013,2.92,4,0.08,1.08,0.7,0.15,0.11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196303,0.0335,0.0341,0,-3.433,-3.398,-2.887,-0.546,0.216,0.588,0.014,2.89,4.01,0.09,1.12,0.69,0.17,0.11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196304,0.0455,0.0467,0,-3.472,-3.425,-2.923,-0.549,0.21,0.559,0.015,2.9,4.05,-0.12,1.15,0.66,-0.39,0.11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196305,0.0171,0.0173,0,-3.479,-3.465,-2.926,-0.553,0.186,0.552,0.014,2.93,4.06,0.23,1.13,0.63,0.25,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196306,-0.0212,-0.021,0,-3.451,-3.471,-2.894,-0.557,0.164,0.567,0.018,2.99,4.07,0.19,1.08,0.61,0.24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196307,-0.0043,-0.0043,0,-3.446,-3.449,-2.88,-0.566,0.142,0.577,0.009,3.18,4.07,0.31,0.89,0.58,-0.03,0.437,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196308,0.0494,0.0508,0,-3.492,-3.445,-2.917,-0.575,0.154,0.55,0.01,3.32,4.08,0.21,0.76,0.54,0.14,0.435,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196309,-0.0132,-0.0132,0,-3.479,-3.491,-2.896,-0.583,0.14,0.547,0.01,3.38,4.1,0.04,0.72,0.53,-0.27,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196310,0.0314,0.032,0,-3.501,-3.469,-2.923,-0.578,0.149,0.531,0.01,3.45,4.15,-0.26,0.7,0.51,0.75,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NaN,NaN,NaN,NaN,NaN
196311,-0.0074,-0.0074,0,-3.48,-3.49,-2.907,-0.572,0.114,0.534,0.006,3.52,4.14,0.51,0.62,0.51,-0.36,0.109,1,1,1,1,1,1,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,NaN
196312,0.0228,0.0231,0,-3.494,-3.469,-2.926,-0.567,0.117,0.526,0.009,3.52,4.17,-0.06,0.65,0.5,-0.28,0.108,1,1,1,1,1,1,1,1,1,1,0,1,0,1,NaN,NaN,NaN,NaN,NaN
196401,0.0241,0.0245,0,-3.513,-3.486,-2.94,-0.573,0.109,0.511,0.014,3.52,4.21,-0.14,0.69,0.44,1.01,0.216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196402,0.0139,0.0141,0,-3.515,-3.506,-2.937,-0.579,0.104,0.501,0.017,3.53,4.24,-0.11,0.71,0.47,0.65,0.108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196403,0.0141,0.0143,0,-3.523,-3.508,-2.939,-0.584,0.097,0.524,0.018,3.54,4.24,0.37,0.7,0.45,-0.99,-0.108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196404,0.0032,0.0032,0,-3.522,-3.516,-2.933,-0.589,0.081,0.525,0.021,3.47,4.23,0.47,0.76,0.45,-0.07,0.108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196405,0.0138,0.0139,0,-3.527,-3.515,-2.933,-0.594,0.08,0.519,0.021,3.48,4.22,0.5,0.74,0.44,0.07,0.108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196406,0.015,0.0152,0,-3.536,-3.52,-2.937,-0.598,0.078,0.512,0.021,3.48,4.19,0.69,0.71,0.44,-0.21,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196407,0.0158,0.016,0,-3.546,-3.527,-2.945,-0.601,0.082,0.506,0.021,3.46,4.21,0.08,0.75,0.43,0.44,0.216,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196408,-0.0146,-0.0145,0,-3.521,-3.537,-2.918,-0.603,0.069,0.508,0.021,3.5,4.23,0.2,0.73,0.41,0.17,0.215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196409,0.027,0.0275,0,-3.541,-3.513,-2.936,-0.605,0.074,0.487,0.02,3.53,4.21,0.5,0.68,0.4,-0.29,-0.107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196410,0.0058,0.0058,0,-3.541,-3.533,-2.938,-0.603,0.065,0.488,0.02,3.57,4.21,0.43,0.64,0.39,0.07,0.215,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196411,-0.0014,-0.0014,0,-3.528,-3.533,-2.927,-0.601,0.063,0.487,0.019,3.64,4.22,0.17,0.58,0.38,-0.21,0.107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196412,0.0022,0.0022,0,-3.523,-3.52,-2.925,-0.599,0.055,0.487,0.023,3.84,4.23,0.3,0.39,0.37,0.58,0.214,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196501,0.031,0.0316,0,-3.549,-3.517,-2.948,-0.602,0.058,0.472,0.018,3.81,4.22,0.4,0.41,0.37,0.41,0.107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196502,0.0006,0.0006,0,-3.541,-3.543,-2.937,-0.604,0.053,0.471,0.015,3.93,4.24,0.14,0.31,0.37,-0.05,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NaN,NaN,NaN,NaN,NaN
196503,-0.0156,-0.0155,0,-3.52,-3.535,-2.913,-0.607,0.053,0.469,0.019,3.93,4.22,0.54,0.29,0.36,-0.42,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,NaN,NaN,NaN,NaN,NaN
196504,0.0317,0.0323,0,-3.546,-3.512,-2.935,-0.611,0.064,0.453,0.015,3.93,4.22,0.36,0.29,0.37,-0.15,0.107,1,1,1,1,1,1,1,1,1,1,0,1,1,1,NaN,NaN,NaN,NaN,NaN
196505,-0.0064,-0.0064,0,-3.53,-3.538,-2.916,-0.614,0.061,0.455,0.016,3.89,4.23,0.18,0.34,0.37,-0.26,0.32,1,1,1,1,1,1,1,1,0,0,0,1,0,0,NaN,NaN,NaN,NaN,NaN
196506,-0.0513,-0.0501,0,-3.473,-3.523,-2.855,-0.618,0.074,0.481,0.018,3.8,4.23,0.47,0.43,0.39,-0.44,0.213,0,0,0,1,1,1,0,1,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
196507,0.0112,0.0113,0,-3.48,-3.467,-2.859,-0.621,0.072,0.473,0.016,3.84,4.24,0.22,0.4,0.4,-0.03,0.529,0,0,0,0,0,1,1,1,0,0,0,0,0,0,-1.8158,-1.5783,NaN,NaN,NaN
196508,0.024,0.0244,0,-3.496,-3.474,-2.872,-0.624,0.076,0.467,0.016,3.84,4.28,-0.13,0.44,0.39,0.07,0.106,1,1,0,1,0,0,1,1,1,1,0,0,0,0,-1.9146,-1.6046,-0.3115,0.2112,NaN
196509,0.0296,0.0302,0,-3.521,-3.49,-2.894,-0.627,0.077,0.449,0.017,3.92,4.33,-0.34,0.41,0.39,0.19,-0.211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.8463,-1.553,0.1537,-0.4424,NaN
196510,0.0251,0.0255,0,-3.541,-3.514,-2.907,-0.634,0.084,0.434,0.017,4.03,4.33,0.27,0.3,0.37,0.19,0.211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.7345,-1.4488,2.1718,0.3092,NaN
196511,-0.0072,-0.0072,0,-3.524,-3.533,-2.884,-0.64,0.086,0.441,0.021,4.09,4.41,-0.62,0.32,0.35,0.05,0.105,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.5584,-1.4918,0.6217,1.7464,NaN
196512,0.0069,0.0069,0,-3.526,-3.517,-2.88,-0.646,0.088,0.431,0.021,4.38,4.5,-0.78,0.12,0.34,-0.71,0.211,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.6356,-1.5309,0.3665,1.4417,NaN
196601,0.002,0.0021,0,-3.523,-3.518,-2.875,-0.648,0.077,0.424,0.02,4.59,4.57,-1.04,-0.02,0.32,1.26,0.315,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.5961,-1.5686,0.6014,0.9378,NaN
196602,-0.0166,-0.0166,0,-3.498,-3.516,-2.847,-0.651,0.083,0.438,0.02,4.65,4.77,-2.5,0.12,0.34,1.37,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.681,-1.6479,1.5324,2.4471,NaN
196603,-0.0272,-0.0269,0,-3.469,-3.491,-2.816,-0.653,0.087,0.49,0.017,4.59,4.6,2.96,0.01,0.4,-3.55,0.627,0,0,0,1,1,1,1,1,0,1,1,1,1,1,-1.3568,-1.453,1.023,0.4266,NaN
196604,0.0181,0.0183,0,-3.483,-3.463,-2.829,-0.654,0.082,0.485,0.016,4.62,4.67,-0.63,0.05,0.45,0.76,0.312,1,1,0,1,0,1,1,1,1,1,1,1,1,1,-1.4275,-1.4856,1.1616,2.2721,NaN
196605,-0.0542,-0.053,0,-3.421,-3.477,-2.766,-0.656,0.099,0.513,0.016,4.64,4.73,-0.59,0.09,0.5,0.33,0.415,0,0,0,0,0,0,0,0,0,1,0,1,0,1,-1.4841,-1.4428,-0.6788,-0.7058,NaN
196606,-0.0183,-0.0182,0,-3.399,-3.416,-2.742,-0.657,0.087,0.521,0.017,4.5,4.77,-0.16,0.27,0.51,0.46,0.103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.2861,-1.3759,0.9782,1.4261,NaN
196607,-0.0159,-0.0159,0,-3.379,-3.392,-2.726,-0.653,0.089,0.535,0.019,4.8,4.82,-0.37,0.02,0.52,-0.61,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2261,-1.3015,-0.0264,0.3703,NaN
